id	timestamp	code_sha256	parameters	basis	precision	quotient	rigorous_status	wall_seconds	peak_memory_kb	notes
TWO-BAND-BV-R0-EVEN-D6-EXACT	2026-09-02T22:15:44+02:00	e1bccfc497c8193bd7e4d8c828a07e303b709f59d4223b183b9ca88c6f0b163e	k=48;full-BV-two-band;outer-schedule=43/500,43/500,57/500,71/500,71/500,71/500	BV D16 radial vector plus R=0 outer-shell even orbits through D6;dim22	Fraction exact matrix;high-precision discovery;rational vector exact contraction	0.981287537947427736283762456701249520	exact particular-vector negative;producer-level	28.735324	36096	Artifact SHA7ee51b62; matrix SHAa55c230a; exact gain over radial benchmark1.6483378721951575e-6. Not a full outer-schedule block or finite-space upper bound.
TWO-BAND-BV-R0-EVEN-D8-EXACT	2026-09-02T22:17:32+02:00	e1bccfc497c8193bd7e4d8c828a07e303b709f59d4223b183b9ca88c6f0b163e	k=48;full-BV-two-band;outer-schedule=43/500,43/500,57/500,71/500,71/500,71/500	BV D16 radial vector plus R=0 outer-shell even orbits through D8;dim41	Fraction exact matrix;Decimal200/280 discovery;rational vector exact contraction	0.981288886590512757488713567968224188	exact particular-vector negative;producer-level;R0 ladder retired by gate	88.912632	49892	Artifact SHA79dc2c11; matrix SHA45c45938; exact shortfall .018711113409487242511286432031775812 and gain2.9969809572163624e-6. Misses predeclared .005 continuation gate by about1668x; does not test high-count outer strata.
C10-D4-IMPORTANCE-V62-PRELAUNCH-AUDIT-FAIL	2026-09-02T22:25:00+02:00	031f244728fd5ff4df041bb50bfa006bd3bab6724d2c9e3bb82298882f54c63a	k=48;C10;gateSHA3642ace1;transformedDims16/47/93	exact-whitened conditional importance calibration with local-scale consistency	static hostile audit plus minimum-subnormal mutations	NA	AUDIT FAIL;production disabled;positive raw totals can underflow after division	NA	lightweight	Report SHA3105d232; verifier SHA2c503f9f; regression SHAbb2a1aa0. Minimum positive binary64 raw totals and batch aggregates are accepted after their required averages round to zero. V6.3 must authenticate raw totals before division.
C10-D4-IMPORTANCE-V63-PRELAUNCH-AUDIT-FAIL	2026-09-02T22:31:00+02:00	32030ecb5eaa2f73983309a20563a8702abfe9a4c0d22a2675936e7d802d9830	k=48;C10;gateSHAb5098156;transformedDims16/47/93	exact-whitened conditional importance calibration with raw-total checks	fresh hostile audit;all predecessor attacks plus subnormal Jensen fixture	NA	AUDIT FAIL;production disabled;positive first moments with zero seconds accepted	NA	lightweight	Report SHA9b65083f; verifier SHA6302c8f8; regression SHA0aa8fa5c. With h=2^-537 and h^2 minimum-subnormal, batches of first mean h and second zero survive the inherited one-ULP Jensen tolerance. V6.4 must impose the exact sign implication before tolerance checks.
FULL-BV-TWO-BAND-PROP1-IMMUTABLE-V4	2026-09-02T22:33:00+02:00	1a771681617757b7a67c137e80a0dced72046493a55cfa9aa64a3e38e2ff53aa	k=48;A=(-3/400,1/4,253/1000);epsilon=3/400;delta=7/250;innerB=103/400;outerB=43/500,43/500,57/500,71/500,71/500,71/500	weighted-prime-minorant direct-BV/direct-HB analytic transfer	Fraction exact immutable rerun with fixed and dynamic continuum covers	NA	source-level analytic PASS;theorem_ready=false pending q>1 and independent final audit	NA	lightweight	Artifact SHA2c413b36 supersedes mutable/rejected v3 and earlier v2 ledger status. Exact fixed pair counts59/59/20 and dynamic nodes15104/15104/8960; rho=(log n/log(3x))*1_P with c1=c2=0; all Proposition1 analytic hypotheses claimed in scope.
WIDE-BV-C722-HYBRID-INTERVAL-GRID-ABORT	2026-09-02T22:39:00+02:00	UNPINNED-TRANSIENT	k=48;delta=361/50000;A1=1/4;A2=3121/12000;32 ramp/plateau candidates	full-BV inner band plus diffuse outer schedules	Fraction exact interval-cover grid	NA	ABORTED SCREEN;no candidate verdict	240	lightweight	The first continuum-cover candidate consumed several minutes with buffered output, so the 32-point grid was interrupted and replaced by the proved minimal-prefix representation. No partial result or support claim was inferred.
WIDE-BV-C722-HYBRID-REVERSED-DYNAMIC-CELLS-INVALID	2026-09-02T22:44:00+02:00	UNPINNED-TRANSIENT	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);outer-ramp	full-BV inner band plus diffuse outer shell	Fraction exploratory 16x16 dynamic cell loop	NA	INVALIDATED: mixed gamma endpoints were traversed backwards	29.8	lightweight	The exploratory loop reported193280+193280 mixed checks despite gamma_max=.390513... being below gamma_min=.4-H. Those checks are meaningless and discarded. The repaired durable checker declares both mixed dynamic ranges empty and retains only the nonempty outer cells.
WIDE-BV-C722-HYBRID-GEOMETRY-EXACT	2026-09-02T22:49:00+02:00	67556bfdeb37621a02f1021803c6a09dba8181dcb9e6d5f0a3ede3c487ee3358	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);innerB=103/400;outerBm=min(11/200+(m-1)delta,3/20)	full-BV core plus active-count0..20 diffuse shell	Fraction exact fixed minimal-prefix and conservative dynamic-IIc cells;normal/-O byte-identical	NA	EXACT GEOMETRY PRODUCER PASS;no analytic-source audit or quotient	4.44	18732	Artifact SHAc97733bb. Checks755 cross+755 transpose+440 outer ordered pairs across four fixed branches=7800; mixed dynamic gamma range empty;112640 outer cells pass with least strict margin73399997/15000000000. Shell width121/12000 and exact BV D16 core embedding. Independent audit required.
C10-D4-IMPORTANCE-V64-PRELAUNCH-AUDIT-FAIL	2026-09-02T22:56:00+02:00	189177cec83727077e3ce21ae5e56264b08db4479ee8a20f5b5f36db9fb2cbdd	k=48;C10;gateSHA6fac3831;transformedDims16/47/93	exact-whitened conditional importance calibration with sign implications	fresh hostile audit;real-adapter marginal-constant underflow fixture	NA	AUDIT FAIL;production disabled;weighted first moment can square-underflow to zero	NA	lightweight	Report SHAaea310d5; verifier SHAfd3370ae; regression SHA3e387aca. With h=2^-600 the real weighted_m0 is nonzero but its binary64 square is zero and the wrapper accepts recorded z=0. V6.5 must authenticate before squaring.
C10-D4-IMPORTANCE-V65-PRELAUNCH-AUDIT-FAIL	2026-09-02T23:02:00+02:00	6e6e74569dc707fc384b6774cd96d9407dcd7176ce1115ca395201d02dd12945	k=48;C10;gateSHA5aec0928;transformedDims16/47/93	exact-whitened conditional importance calibration with pre-square underflow guard	fresh hostile audit;real-adapter DBL_MAX overflow fixture	NA	AUDIT FAIL;production disabled;recomputed square and tolerance become infinity	NA	lightweight	Report SHA6dc01442; verifier SHA5ca07de7; regression SHAf400f250. A finite forged unit produces weighted m0 near2^1017 and square=inf; tolerance=inf makes the public comparison accept. V6.6 is frozen but unaudited.
TWO-BAND-BV-FULL-OUTER-CONSTANT-EXACT	2026-09-02T23:05:09+02:00	75637298284a40be523621ebe1fcdc85bda59dcac42514fb8b50ffd8b460259d	k=48;full-BV-two-band;outer-schedule=43/500,43/500,57/500,71/500,71/500,71/500	BV D16 radial vector plus constant on every allowed outer stratum;dim2	Fraction exact cross-support branch integration;Decimal discovery;rational exact contraction	0.98128646845676605646094733704122157823	exact negative particular-vector;independent contraction/by-count/root checker PASS normal/-O	1483.674	35768	Artifact SHA4a4d94f; checker SHA0d661870. Gain over radial BV5.788472105153e-7, which is6.160308446e-8 below audited R0-D4. Full-outer constant direction retired, not a finite-space upper bound.
WIDE-BV-C722-HYBRID-HIGH-PLATEAU-GEOMETRY	2026-09-02T23:20:00+02:00	732495cdd16614ff0b4679a3f49e6333d4ac4f02280c85778eb5a0bb1a935e31	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);innerB=103/400;outerBm=min(11/200+(m-1)delta,43/250)	full-BV core plus active-count0..23 high-plateau shell	Fraction exact fixed minimal-prefix and conservative dynamic-IIc cells;normal/-O byte-identical	NA	EXACT GEOMETRY PRODUCER PASS;independent/source audit running;no quotient	5.58	lightweight	Artifact SHAbee9f17f supersedes the p=.15 schedule. Outer fixed575 pairs/2300 branches worst20799452461/465000000000000;147200 dynamic cells worst2449991/60000000000. Exact independent shell-volume artifact v2 SHAa82a73ea gives3.7099223495912935e-91.
WIDE-BV-C722-HYBRID-VOLUME-RAMP-GEOMETRY	2026-09-02T23:20:00+02:00	732495cdd16614ff0b4679a3f49e6333d4ac4f02280c85778eb5a0bb1a935e31	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);innerB=103/400;outerBm=min(49/625+(m-1)delta,1599/10000)	full-BV core plus active-count0..22 volume-ramp shell	Fraction exact fixed minimal-prefix and conservative dynamic-IIc cells;normal/-O byte-identical	NA	EXACT GEOMETRY PRODUCER PASS;independent/source audit pending;no quotient	5.52	lightweight	Artifact SHA3b1894b6. Mixed fixed827 pairs each orientation/3308 branches worst3049959149/45000000000000; outer fixed528 ordered pairs/2112 branches worst24199986563/15000000000000;135168 dynamic cells worst629999/8000000000. Producer exact constant shell volume6.5006809721369851e-90,17.5224x high-plateau; independent reconstruction pending.
WIDE-BV-C722-HYBRID-VOLUME-COMPARISON-V3	2026-09-02T23:22:00+02:00	435585f4275e903f12d215236bad431016bf304c46e6cd267bc5cec0bc153357	k=48;delta=361/50000;alpha1=103/400;alpha2=3211/12000;high-plateau and volume-ramp schedules	constant function on exact capped outer shell	Fraction exact independent support recurrence;normal/-O byte-identical	NA	EXACT I-MASS COMPARISON ONLY;no J or quotient	NA	lightweight	Artifact SHAc9fefd5c. Volume-ramp shell I=6.5006809721369850844695e-90, exactly17.5224178825552443567 times high-plateau I=3.7099223495912935445e-91. High-count ramp remains falsified as a volume mechanism.
WIDE-BV-C722-HYBRID-HIGH-PLATEAU-GEOMETRY-REPAIRED	2026-09-02T23:25:00+02:00	ffe1904e70f6240ca0de30d6a44ad275ce84982f973374e66f2a3a2ab3025c06	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);outerBm=min(11/200+(m-1)delta,43/250)	full-BV core plus active-count0..23 high-plateau shell	Fraction exact corrected fixed/dynamic producer;normal/-O byte-identical	NA	REPAIRED GEOMETRY PRODUCER PASS;hostile source audit pending;no quotient	4.19	lightweight	Artifact SHAe71f5411. Supersedes SHAbee9f17f: IIb C3 is now uniform delta+2omega and an explicit outer-near omega=0 IIa/IIb/III cover adds1725 checks, worst15449999/2500000000. Mixed uses fixed cross-omega; outer-above uses outer-omega/dynamic IIc.
WIDE-BV-C722-HYBRID-VOLUME-RAMP-GEOMETRY-REPAIRED	2026-09-02T23:25:00+02:00	ffe1904e70f6240ca0de30d6a44ad275ce84982f973374e66f2a3a2ab3025c06	k=48;delta=361/50000;epsilon=3/400;A=(-3/400,1/4,3121/12000);outerBm=min(49/625+(m-1)delta,1599/10000)	full-BV core plus active-count0..22 volume-ramp shell	Fraction exact corrected fixed/dynamic producer;normal/-O byte-identical	NA	REPAIRED GEOMETRY PRODUCER PASS;hostile source audit pending;no quotient	3.74	lightweight	Artifact SHA3517533f. Supersedes SHA3b1894b6: uniform IIb C3 and explicit outer-near omega=0 cover add1584 checks, worst75949999/2500000000. Other least margins remain3049959149/45000000000000 fixed mixed and629999/8000000000 dynamic outer.
C10-D12-STRATUM-AMPLITUDE-DISCOVERY	2026-09-02T23:28:00+02:00	d23d42315d7b518ae5d3f200a6192f47f3500d6eebd3a73fb6aa4ce7a23c7887	k=48;C10;inputSHA719c656e;16 amplitudes R=0..15	fixed 272-term D12 polynomial times one scalar per large-count stratum	Decimal100 grouped integration;Decimal120 tridiagonal solve;rational amplitudes exactly contracted against serialized approximate blocks	0.9759647938310049211572412672855449860	HEURISTIC NEGATIVE;input moments are not exact;normal/-O deterministic solve	7426.042	306848	Block artifact SHA7bc4f1a2; solve script SHA7b700f47; result SHA2c743ef4. Reproduces all-ones q=.9709698476337896 at Decimal100; heuristic gain .0049949461972153 and shortfall .0240352061689951. Below strongest exact BV q=.9812858896, so no exact reconstruction launch and no finite-space upper bound.
FULL-BV-TWO-BAND-PROP1-V4-WITHDRAWAL	2026-09-02T23:31:00+02:00	1a771681617757b7a67c137e80a0dced72046493a55cfa9aa64a3e38e2ff53aa	k=48;narrow-two-band;artifactSHA2c413b36	weighted-prime-minorant direct-BV/direct-HB analytic transfer	hostile source-range audit	NA	ANALYTIC PASS WITHDRAWN;finite-form quotient calculations remain exact algebra	NA	lightweight	V4 checked maximum-omega fixed branches and dynamic IIc but omitted explicit near-square omega=0 IIa/IIb/III covers for mixed and outer band pairs. Corrected disjoint range split/uniform IIb C3 v5 required. D4/D6/D8/R0 and full-outer constant results are conditional on that repair meanwhile.
WIDE-BV-C722-HIGH-PLATEAU-ANALYTIC-AUDIT	2026-09-02T23:32:00+02:00	b0a972af7d5a708fe0cb52eabeb9a477f70606399743c4f6856559271ab7af06	k=48;wide-C722;outerBm=min(11/200+(m-1)delta,43/250)	weighted-prime-minorant direct-BV/direct-HB analytic transfer	independent Fraction source/range/prefix/dynamic reconstruction;normal/-O byte-identical	NA	ANALYTIC AUDIT PASS;no quotient	NA	lightweight	Report SHA2948b4c0; output SHA5f43cbf3. Explicit disjoint assignment: inner BV; mixed fixed cross-omega throughout; outer near omega0 fixed IIa/IIb/III with empty IIc; outer above fixed outer-omega plus dynamic IIc. Corrected IIb C3;147200 dynamic cells worst2449991/60000000000; c1=c2=0.
WIDE-BV-C722-VOLUME-RAMP-ANALYTIC-AUDIT	2026-09-02T23:33:00+02:00	f6882dd2df8c0fa6eee900c12f31a9dce453603a948ac7c391c4ad62815bb5a4	k=48;wide-C722;outerBm=min(49/625+(m-1)delta,1599/10000)	weighted-prime-minorant direct-BV/direct-HB analytic transfer	independent Fraction source/range/prefix/dynamic reconstruction;normal/-O byte-identical	NA	ANALYTIC AUDIT PASS;no quotient	NA	lightweight	Report SHAf6c3eb4d; output SHA88b6e1ae. Full corrected range split and uniform IIb C3;135168 dynamic cells worst629999/8000000000; weighted rho has c1=c2=0. Analytic route complete pending only finite q>1 and final certificate audit.
FULL-BV-TWO-BAND-PROP1-V5-REPAIRED	2026-09-02T23:42:52+02:00	03cc767fb8c95156afffdcc0c30c5b8811934a6a495827ff9478bb3c1323ecae	k=48;A=(-3/400,1/4,253/1000);epsilon=3/400;delta=7/250;innerB=103/400;outerB=43/500,43/500,57/500,71/500,71/500,71/500	weighted-prime-minorant direct-BV/direct-HB analytic transfer with disjoint small/near/above modulus ranges	Fraction exact literal fixed covers and repaired dynamic IIc;normal/-O byte-identical	NA	ANALYTIC AUDIT PASS;supersedes withdrawn v4;theorem_ready=false pending q>1/final independent audit	16.70 normal;18.83 -O	20556KiB normal;26648KiB -O	Artifact SHA358b5bf1; tests SHA2715fb18 4/4 both modes. Near omega0 mixed/transpose/outer inventories59/59/35 pairs and177/177/105 boxes; negative all-first IIb(1,4) slack -6250003/7500000000 repaired by literal redistribution, prefix slack63249999/2500000000. Corrected IIb C3=delta+2omega; dynamic above cells15104/15104/8960.
WIDE-C722-D16-FIXEDPOLY-MC-SMOKE	2026-09-02T23:36:00+02:00	b1303e5bc1bd36433c4ae1d657c73405c9d7d8bfd236d1fab1fdef4fc825f4ff	k=48;wide-volume-ramp;1000 samples;seed236	BV D16 polynomial evaluated unchanged on both bands	binary64 uniform-simplex Monte Carlo	0.8756893000609424	HEURISTIC INVALIDATED BY BASELINE MISMATCH;never a certificate	0.7	lightweight	Artifact SHAedf750f4. Single-chain plugin SE .11397. Retained only as smoke; superseded by larger diagnostic and forbidden for support ranking.
WIDE-C722-D16-FIXEDPOLY-MC-50K4	2026-09-02T23:37:00+02:00	b1303e5bc1bd36433c4ae1d657c73405c9d7d8bfd236d1fab1fdef4fc825f4ff	k=48;wide-volume-ramp;50000 samples/replicate;4 replicates;seeds236+1009r	BV D16 polynomial evaluated unchanged on both bands	binary64 uniform-simplex Monte Carlo	0.8645..-0.9257	HEURISTIC INVALIDATED BY BASELINE MISMATCH;never a certificate	10.98	199524	Artifact SHA8ca0d5e4. The companion full-BV baseline run returned1.1086..-1.1399 instead of the exact .9812781, so rare-event variance/cancellation makes these wide values unusable even as a direction ranking.
BV-D16-UNIFORM-MC-BASELINE-FAIL	2026-09-02T23:39:00+02:00	5575525588f8e73045694c44868112276c1920fb26f7057d28d6a8e62568f106	k=48;alpha=103/400;eta=97/400;delta=.028;100000 samples/replicate;4 replicates;seeds236+1009r	certified BV D16 rational polynomial	binary64 uniform-simplex Monte Carlo	1.108559..-1.139946	FAILED NUMERICAL REGRESSION;exact value is .9812781098197606	15.77	327848	Repro command uses mc_compare_fixed_orbit_vector.py with both bounds=103/400. Failure is preserved as a hard ban on interpreting the related wide uniform-MC output; no artifact was emitted by this CLI.
PIECEWISE-KRYLOV-L1-SMOKE-SUPERSEDED	2026-09-02T23:40:00+02:00	c0043fa4ecacf29d63fb121e4fe365eef929deb0b33bf1939a6809f9f3a6cb71	k=48;alpha=103/400;eta=97/400;10000 samples/replicate;2 replicates	piecewise span {1,L1}	binary64 Monte Carlo	0.71907,0.72170	SUPERSEDED;diagnostic exact-mu1 formula missed factor k-1	1.3	lightweight	Artifact SHA9e85791a pins the old script hash. The pencil calculation was unaffected, but this run is not used; the repaired million-sample run follows.
PIECEWISE-KRYLOV-L1-1M4	2026-09-02T23:42:00+02:00	f182eb5b66ce5f131ae549335d8c8fddbdf3976fa393c8557babd5b14940f97d	k=48;alpha=103/400;eta=97/400;1000000 samples/replicate;4 replicates;seeds236+1009r	piecewise span {1,L1};L1=sum_i(alpha-S+t_i)1_{S-t_i<=eta}	binary64 Monte Carlo with exact mu1 identity	0.6652700711..-0.6746984516	HEURISTIC NEGATIVE;not a rigorous integral or upper bound	6.04	73632	Artifact SHA7126c9de. Sampled mu1 agrees with exact 48J(1)/I(1)=.22730828993025806 within stated Monte Carlo errors. Constant-seeded first Krylov span retired; no inference about a high-degree-seeded residual.
WIDE-C722-HYBRID-D4-K30-COST-GATE	2026-09-02T23:48:00+02:00	21b9b384d0ec502cbfd83bacb2da1d7e7529a1131a8a959e28eaa948f568ba16	k_proxy=30;k_target=48;delta=361/50000;alpha1=103/400;eta1=97/400;alpha2=3211/12000;eta2=3031/12000;high-active0..23;volume-active0..22	certified radial amplitudes on one D4 radial polynomial plus one constant complete-outer-shell coordinate	Fraction exact k2 identities,shell I,geometry;one exact k30 cross cost probe	NA	DISCOVERY PRELAUNCH GATE;no proxy quotient or k48 form run	26.400	35320	Cost probe SHA710f31e9; disabled gate SHA718d8bba; 14/14 tests normal/-O. Two-process exact proxy estimate393.212s and70,640KiB aggregate passes; target D16 estimate8.893--9.085h fails4h gate. Continue only if best exact proxy gain>=1e-5 and schedule separation>=1e-7. Same-BV outer coordinate deferred:67 rest orbits/769 components versus one constant.
C10-D4-IMPORTANCE-V66-PRELAUNCH-AUDIT-PASS	2026-09-02T23:45:00+02:00	4d3698a2c5a4f39b2703980282f895fc44c6e1f0c6952865fb6d6dd6aad15825	k=48;C10;gateSHAfa101960;driverSHA69698f77;transformedDims16/47/93	exact-whitened conditional importance calibration wrapper/arithmetic	independent hostile static/runtime audit;8/8 hostile and 8/8 producer tests normal/-O	NA	AUDIT PASS scoped to prelaunch package;no chain/matrix/quotient	NA	lightweight	Report SHA6ff06457; hostile tests SHA36084f03. Closes all v6-v6.5 regressions plus signed boundary, cancellation, nonfinite, local-ULP, provenance, and runtime checks. Fresh D4 production run queued after exact D18 releases CPU; any sampled output remains heuristic.
WIDE-C722-D16-R15-FUSED-D4-BENCHMARK	2026-09-03T01:38:27+02:00	e7c4ff1901903fbb9c9ebe52fa64ef96b6183a185682372d4aad92cb22e750ab	k=3;degree=4;target-total=2;common-r=2;h=0;exact signed shell	inner plus high-minus-low scalar shell coordinate	Fraction exact values;7 interleaved wall repetitions	NA	EXACT LOW-K ALGEBRA REGRESSION AND ENVIRONMENT-SPECIFIC COST ONLY;no target quotient	1.72	lightweight	Artifact SHA22f45719; fused source cddb8a40; tests 7490d992 5/5 normal/-O. Exact literal expansion agrees for both common rows. On the staged face, density lifts fall15->5 and domain integrals11->6; median wall .148138s->.101965s, speedup1.45284x. Production k48 performance is not inferred from this low-k timing.
WIDE-C722-D16-R15-J-FACE-COST	2026-09-03T01:40:00+02:00	5086a4a381d301ae3a5b321f5e5afba685b677d6851694ef555f6ec76d7fdc58	k=48;volume-ramp;target-total=15;common-r=15;h=0;inner-c=1;outer-c=3090/3211	inner BV D16 marginal plus signed scheduled-shell count15 marginal	Decimal80;one incomplete common-count face	NA	DISCOVERY COST/CANCELLATION PROBE ONLY;incomplete row;no quotient or sign inference	160.85425828606822	237692	Artifact SHA16be6435; 11 branch-domain integrals. Raw F(H-L)=-9.229899163985476e-159 and (H-L)^2=8.174720013111695e-159; shell square is .00175423 of largest separate term. No full R15 launch follows because independent mixing diagnostics withdrew the count15 sign lead.
BV-AQUARTER-D18-D20-REFINEMENT-PRELAUNCH-PLAN	2026-09-03T00:00:23+02:00	25a811ca3ff5cb1db1276541efaca910abf3a63c9eea4f8321732bc1ee9d807e	k=48;alpha=103/400;eta=97/400;delta=7/250;D18dim471;D20dim707	BV graded-even D18 refinement and exact top24-pruned D20 residual continuation	source-bound exact inventories;Decimal180/240 convergence plan;cache-free exact checker design	NA	PRELAUNCH PLAN ONLY;no active-cache read;no D18/D20 computation or quotient	0.051 tests	lightweight	Plan-v2 artifact SHAe1a99497; spec SHA7c318eb3; tests SHA2f9a9b7d 6/6 normal/-O. Supersedes draft artifact191b7942 by serializing all236 exact B20-minus-B18 labels (97 degree19,139 degree20). D18 has111156 entries/adds63878; conservative build/check1.539h and refinement22.900min under768MiB. D20 scans111392 pairs then top24 adds276, totaling111668 versus139122 full; scan/full=.802664, selected matrix122760 versus250278. Both launches disabled pending cache-free D18 certificate and gates.
WIDE-C722-BV-D16-DILATION-DEFINITION5-UNCAPPED	2026-09-03T00:28:03+02:00	0b322ed3b6ea45bfb4f6a7a57deebe34cc57f2a41df68f6f0a592c91dd848d95	k=48;alpha1=103/400;eta1=97/400;alpha2=3211/12000;eta2=3031/12000;c=3090/3211	certified BV D16 polynomial under exact dilation;inner plus uncapped outer-shell amplitude	Fraction exact independent orbit-marginal contraction;Definition-5 cutoffs;2x2 rational Rayleigh rows	0.9998797514617516855475527480694393773505710521758303831690167411712585	EXACT SEARCH RELAXATION NEGATIVE;analytic_support_approved=false;not theorem/upper bound	162.22	120688	Artifact SHA05410084; tests SHAbca7147b 7/7 normal/-O; doc SHA3462e83e. Independently matches root matrix/rows SHA9a75380b. Correct inner q=.9713454871884040, wide-cutoff diagnostic=.9928703759765677, uncapped one-band q=1.0207823750831113. Definition-5 optimized rational amplitude1.0263209 gives exact shortfall.00012024853824831445; volume-ramp cap loss remains unevaluated.
WIDE-C722-VOLUME-SHELL-TAGGED-CONSTANT-EXACT	2026-09-03T00:04:08+02:00	dbbf990caf2c1e6bc418d525d4becdaedc82af54eec457e8eb5578da29555cc5	k=48;wide-volume-ramp;active-R=0..22;dim23	constant on each exact large-count stratum of the complete capped outer shell	Fraction exact HH/HL/LL branch integration;Decimal100/160 discovery;exact rational contraction and LDL bound	0.06227415014937171943611071373528987994389464756553	exact particular negative;entire finite space rigorously q<1/16;AUDIT PASS normal/-O	19.20 normal	28232KiB normal	Artifact SHA5ad7b42e; I-only SHA3bc1f4cc; checker SHA85d5a630; report SHAdf31c812. Exact mass ranks12,13,11,14,10 and eigen-I ranks11,12,10,13,9,8 identify R10--13 as first targeted BV cross tier. No D16 cross form and no sieve certificate.
WIDE-C722-NONUNIFORM-INNER-D16-CROSS-IDENTITY	2026-09-03T02:15:00+02:00	eff218454a1ce60a0af4aa0d046a41c27f787245af917697bed3d274f1b91f4b	k=48;delta=361/50000;A=(-3/400,1/4,3121/12000);outerScheduleSHA52d71a36;common-r=10;h=10	fixed audited radial BV D16 inner coordinate crossed with every exact outer-shell count coordinate	Fraction exact literal-four-branch and direct-full-fiber grouped contractions	NA	EXACT FACE EQUALITY PASS;cost/oracle only;no quotient;full run disabled	13.516 literal;5.121 direct	49356KiB literal;37616KiB direct	Literal artifact SHA100413c1 and direct artifact SHA1aaaa0bd agree in all49 target-count entries. Direct identity integrates t from0 to alpha-U and groups only exact rationally equal domains. Source/tests eff21845/c5aaa159,6/6 normal/-O; analytic support JSON SHA700f7931. Pending stronger plateau continuation audit.
WIDE-C722-NONUNIFORM-INNER-D16-CROSS-COST	2026-09-03T02:18:00+02:00	eff218454a1ce60a0af4aa0d046a41c27f787245af917697bed3d274f1b91f4b	k=48;active-R=0..22;dim24;faces552;one-worker	one radial BV D16 inner coordinate plus23 exact count-tagged shell constants	five exact direct-full-fiber representative face probes;conservative max-face projection	NA	PRELAUNCH COST ONLY;no full stage producer or quotient launched	max6.497321s/face;projected0.9963h;safety2.9888h	max38132KiB;safety152528KiB	Probe artifact SHAs fc8f59dd,c4eb1966,1aaaa0bd,a1644120,03bca825 at faces(0,17),(5,15),(10,10),(15,10),(22,6). Preflight inventories34960 literal/7325 grouped upper domains. Report SHA4738b1ce. Full launch blocked pending final schedule pin and independent PRELAUNCH PASS.
WIDE-C722-FRONTIER-R10-D16-OUTER-B4-SCALAR-COST-ABORT	2026-09-03T02:13:16+02:00	ccfa357fa340c9e839406dcc8ac3b0bc95d76488e02f2e6679984eb0f1f44bc9	k=48;delta=361/50000;alpha1=103/400;eta1=97/400;alpha2=3211/12000;eta2=3031/12000;Bstart=13/125;Bplateau=83/500	fixed exact BV D16 inner coordinate plus one representative outer B4 label (0,(2,2))	Fraction exact scalar branch recurrence	NA	RESOURCE-ABORTED COST PROBE;no durable form;no quotient;old plateau superseded before target	>=1500	<524288	Session60464 interrupted at the predeclared 25-minute boundary; exit1 after Ctrl-C, no stdout, stage, or output artifact. Because the scalar source publishes only after all five contractions, the completed internal substage at interruption is unknowable and no partial form is claimed. Source/test SHAs ccfa357f/bdee0428 remain frozen. This concretely rejects this uncheckpointed scalar cost-probe representation; no target matrix launched. The old 83/500 and subsequent flat 3329/20000 candidates were superseded before launch by an analytically pending rising-tail schedule with active counts0..25.
BV-D14-GRID38-CUTOFF-CROSS-R12-UNSCALED-ABORT	2026-09-03T08:40:00+02:00	793288200c9d61f57924cb9f7b6a0913d6e8672b434f00397e17aad5247d0eb1	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12	D19 exact inner crossed with naturally dilated D14 grid38 outer	Fraction exact global kernel and tagged radial recurrence	NA	RESOURCE-ABORTED DEVELOPMENT PROBE;NO SHARD;NO QUOTIENT	>=309	about99328	Kernel completed in12.10s with104902 collected terms; primitive families completed in117.43s with13486454 literal antiderivative expansions; reference radial r12 exceeded three further minutes and was interrupted. This unscaled coefficient path was retired in favor of exact common-denominator normalization; no partial scalar exists.
BV-D14-GRID38-CUTOFF-CROSS-R12-DYADIC512-ABORT	2026-09-03T08:51:00+02:00	UNFROZEN-DEVELOPMENT-SNAPSHOT-NOT-RECOVERABLE	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	D19 exact inner crossed with naturally dilated D14 grid38 outer	512-bit outward dyadic coefficients with exact Fraction geometry	NA	RESOURCE-ABORTED DEVELOPMENT PROBE;NO SHARD;NO QUOTIENT	>=257	103716	Scaled global kernel completed in10.348s; converting/building the three dyadic primitive families took246.487s, slower than scaled Fraction, after which radial evaluation was interrupted. The exact executed byte hash was not frozen before this cost probe and is explicitly unavailable; no result or sign is claimed.
